id,Name,Property_type,Country,code,latitude,longitude,neighbourhood,Accomadates,Price,guests_included,Extra_people,min_nights,max_nights,Cancellation_policy,amenities,availability_365,bedrooms,beds,room_type,last_review,Reviews_count,review_score,host_listings,host_name,host_id,verified_host
1421,SUÍTE COM ENTRADA PRIVATIVA Ipanema / Carnaval,Apartment,Brazil,BRA,-22.98475671,-43.20099607,Ipanema,2,213,1,0,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Doorman', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Washer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Window guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Host greets you']",315,1,1,Private room,02-01-2019 05:00,1,100,2,Katia Regina,60144317,FALSE
1422,Cosy old charm 1Bdrm Home. Close to Transport,Townhouse,Australia,AUS,-33.9069,151.13553,Dulwich Hill,4,109,2,10,1,1125,flexible,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Private living room', 'Outlet covers', 'High chair', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Garden or backyard', 'Long term stays allowed', 'Wide hallway clearance', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Step-free access', 'Wide entryway']",144,1,2,Entire home/apt,04-03-2019 05:00,74,96,2,Christine & Patrick,44039744,TRUE
1423,Beautiful apartment AG905,Apartment,Brazil,BRA,-22.97946954,-43.19129998,Copacabana,5,190,1,0,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",0,1,2,Entire home/apt,24-12-2018 05:00,24,93,22,Diogo Rio Habitat,4581272,TRUE
1424,"Whole apartment,w/balconies. Close to airport",Condominium,Australia,AUS,-33.90408,151.20752,Zetland,2,129,1,0,10,21,strict_14_with_grace_period,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Smoking allowed', 'Elevator', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Cleaning before checkout', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Other']",22,1,2,Entire home/apt,04-01-2019 05:00,2,100,1,Keith,119732473,TRUE
1425,Sunny Born with Balcony,Apartment,Spain,ESP,41.38741,2.18081,Sant Pere/Santa Caterina,4,90,1,0,32,1125,flexible,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Baby bath', 'High chair', 'Crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",267,1,2,Entire home/apt,31-01-2018 05:00,2,90,16,Emilia,2262273,TRUE
1426,One Bedroom In New Luxury Building,Apartment,United States of America,USA,40.67873,-73.98976,Brooklyn,2,95,1,0,1,1125,flexible,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Essentials', 'Hangers', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",0,1,1,Entire home/apt,17-09-2017 04:00,3,100,1,Sam,95921812,FALSE
1427,Large 2 Bedroom Apartment close to Bondi Beach,Apartment,Australia,AUS,-33.88274,151.28176,North Bondi,4,188,1,0,3,1125,flexible,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron']",0,2,2,Entire home/apt,15-04-2017 04:00,2,100,2,Joe,3048874,TRUE
1428,Private Room in Brooklyn Brownstone,Apartment,United States of America,USA,40.68119,-73.93722,Bedford-Stuyvesant,2,39,1,0,2,14,flexible,"['Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private living room']",0,1,1,Private room,29-03-2017 04:00,2,80,1,Hallie,79882333,TRUE
1429,Loft with balcony and view of Casa da Música PORTO,Loft,Portugal,PRT,41.16304,-8.65701,,4,75,1,0,3,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Pack ’n Play/travel crib', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Host greets you', 'Paid parking on premises']",361,1,2,Entire home/apt,10-01-2019 05:00,31,97,4,Alexandre,36418306,TRUE
1430,SLEEP TO THE SOUNDS OF THE OCEAN,Villa,United States of America,USA,21.28435,-157.74346,Oʻahu,2,85,1,15,30,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Smoking allowed', 'Breakfast', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Waterfront', 'Beachfront', 'Handheld shower head']",359,1,1,Private room,25-02-2019 05:00,95,99,5,Will,69410034,TRUE
1431,Single room: idealy for student or 1 traveler,Apartment,Canada,CA,45.60982,-73.51038,Montréal-Est,1,19,1,10,1,1125,flexible,"['Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Cleaning before checkout', 'Well-lit path to entrance', 'Step-free access', 'Waterfront', 'Handheld shower head']",310,1,1,Private room,26-01-2019 05:00,22,85,4,Caroline,58913961,TRUE
1432,Comfortable Room (2) at Affordable Rates,Hostel,United States of America,USA,21.29776,-157.83889,Oʻahu,1,45,1,10,1,1125,moderate,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Other']",54,1,1,Private room,05-02-2019 05:00,71,84,8,Katherine,120225790,FALSE
1433,Cozy home away from home,House,United States of America,USA,40.5938,-73.77373,The Rockaways,3,50,2,15,1,7,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Microwave', 'Refrigerator', 'Dishes and silverware']",314,1,2,Private room,25-09-2018 04:00,62,96,1,Linelle,18660750,TRUE
1434,Quarto - ap com vista pro mar e Cristo,Apartment,Brazil,BRA,-22.97074979,-43.18379962,Copacabana,2,149,1,0,1,1125,flexible,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace']",354,2,2,Private room,07-08-2018 04:00,5,100,9,Paula,10084505,FALSE
1435,"Beautiful studio, amazing location!",Apartment,Hong Kong,CHN,22.28259,114.15399,Central & Western District,3,997,2,300,1,1125,moderate,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water']",81,0,1,Entire home/apt,10-02-2019 05:00,24,92,1,Katya,294714,TRUE
1436,"Family Vacation in NYC, Close to the City!",House,United States of America,USA,40.68445,-73.92662,Bedford-Stuyvesant,6,160,4,20,2,15,strict_14_with_grace_period,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard']",0,2,3,Entire home/apt,30-01-2018 05:00,45,97,2,Savannah,60244293,FALSE
1439,Apartamento no Flamengo para temporadas,Apartment,Brazil,BRA,-22.93686305,-43.17626099,Flamengo,4,280,2,35,2,90,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Family/kid friendly', 'Washer', 'First aid kit', 'Safety card', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Baby bath', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",25,2,2,Entire home/apt,04-02-2019 05:00,21,100,1,Paulo Cesar,119976282,FALSE
1441,Rosita House,Serviced apartment,Portugal,PRT,41.14976,-8.61297,,4,50,2,7,1,30,flexible,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'High chair', 'Children’s books and toys', 'Crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",147,1,4,Entire home/apt,01-11-2018 04:00,86,94,4,Vanessa,55132573,FALSE
1443,"2427 - AB Plaça Catalunya 3-4 - Luxury 2-Bedroom Apartment, Steps from Plaça de Catalunya",Apartment,Spain,ESP,41.38767,2.17109,Eixample,6,500,6,0,3,330,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Safety card', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Luggage dropoff allowed']",337,2,4,Entire home/apt,13-01-2019 05:00,19,85,203,Eva&Jacques,4459553,FALSE
1445,"Aluguer Quarto ""2"" (Casa) Balasar, Póvoa de Varzim",House,Portugal,PRT,41.41101,-8.63503,,2,20,1,0,1,1125,moderate,"['TV', 'Wifi', 'Kitchen', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets']",355,1,1,Private room,08-10-2018 04:00,21,94,2,Joaquim,107281516,TRUE
1446,Romantic Studio at the Wine Cellars,Apartment,Portugal,PRT,41.13824,-8.61219,,2,45,1,0,2,1125,moderate,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove']",324,0,1,Entire home/apt,02-01-2019 05:00,73,98,3,Gisela,3171018,FALSE
1447,Quiet Bamboo Room next to the beach,Apartment,United States of America,USA,19.61383,-155.97974,Kailua/Kona,2,80,1,10,2,30,strict_14_with_grace_period,"['TV', 'Wifi', 'Kitchen', 'Pets live on this property', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",135,1,1,Private room,24-02-2019 05:00,33,96,2,Kathleen,116242052,FALSE
1448,Luminoso y renovado apart. en Arco del Triunfo,Apartment,Spain,ESP,41.39427,2.18007,Eixample,5,70,1,0,32,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Hot water', 'Long term stays allowed', 'Host greets you']",226,4,4,Entire home/apt,23-12-2018 05:00,1,60,18,Michele,40676061,TRUE
1449,2295 - AB Aragó Apartment2-D - Sleek Apartment with a Communal Terrace in Eixample,Apartment,Spain,ESP,41.38545,2.15649,La Nova Esquerra de l'Eixample,4,450,2,0,2,330,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Elevator', 'Washer', 'Safety card', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Luggage dropoff allowed']",330,2,4,Entire home/apt,21-02-2019 05:00,26,92,203,Eva&Jacques,4459553,FALSE
1450,Ocean View Hawaiian Bungalow on a private ranch,Bungalow,United States of America,USA,20.23256,-155.87199,North Kohala,4,469,1,0,2,31,moderate,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Other pet(s)', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'High chair', 'Crib', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed']",364,2,0,Entire home/apt,04-09-2018 04:00,2,90,3,Christie,4967433,TRUE
1451,2 Bedroom Ocean Front Condo in Honokowai - Sleeps 6 - Hale Mahina #B404,Condominium,United States of America,USA,20.96104,-156.6836,Westside,6,269,6,0,5,28,super_strict_60,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Hot tub', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'TV', 'Bathtub', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Waterfront', 'Beachfront']",166,2,4,Entire home/apt,16-08-2018 04:00,1,100,183,Mindy,118578746,TRUE
1452,Algasol,Apartment,Portugal,PRT,41.39641,-8.77622,,4,31,1,0,6,1125,flexible,"['TV', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Elevator', 'Washer', 'Laptop friendly workspace']",181,1,2,Entire home/apt,10-10-2018 04:00,5,72,1,Natalia,28711023,FALSE
1453,Emma's White House,Guest suite,Australia,AUS,-34.04409,150.82356,,3,70,1,19,1,1125,flexible,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Outlet covers', 'Bathtub', 'Baby bath', 'High chair', 'Children’s books and toys', 'Table corner guards', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",163,1,2,Entire home/apt,23-02-2019 05:00,25,96,1,Na,121180212,FALSE
1454,2294 - AB Aragó Apartment 2-C - Central Apartment with a Communal Terrace in Eixample,Apartment,Spain,ESP,41.3856,2.15576,La Nova Esquerra de l'Eixample,6,500,6,0,2,330,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Safety card', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Luggage dropoff allowed']",352,2,5,Entire home/apt,27-01-2019 05:00,17,81,203,Eva&Jacques,4459553,FALSE
1455,Brownstone with farmhouse charm,Apartment,United States of America,USA,40.67438,-73.94071,Brooklyn,3,90,2,25,4,1125,strict_14_with_grace_period,"['Wifi', 'Kitchen', 'Breakfast', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Other']",9,1,1,Entire home/apt,24-07-2018 04:00,8,93,1,Corinne,20378750,FALSE
1457,BONDI BEACH APARTMENT - SEA VIEWS,Apartment,Australia,AUS,-33.8957,151.27108,Bondi,4,181,1,0,2,1125,flexible,"['TV', 'Kitchen', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Iron', 'translation missing: en.hosting_amenity_49']",0,2,2,Entire home/apt,25-03-2017 04:00,1,100,1,James,105498218,FALSE
1458,Convenient located one bedroom unit,Apartment,Australia,AUS,-33.89304,151.20201,Redfern,2,97,1,0,2,25,moderate,"['TV', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",26,1,1,Entire home/apt,12-01-2019 05:00,18,96,1,Agnes,121610275,FALSE
1459,ALUGO APARTAMENTO POR MÍNIMO 3 DIAS,Apartment,Brazil,BRA,-22.91530323,-43.18334269,Santa Teresa,3,172,1,0,3,15,flexible,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Washer', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Cleaning before checkout', 'Well-lit path to entrance', 'Host greets you']",84,2,3,Entire home/apt,06-01-2019 05:00,6,93,1,Nilza,121660319,FALSE
1460,Cozy & convenient 3 bedroom w/ gym *Crown Heights*,Apartment,United States of America,USA,40.66503,-73.95028,Brooklyn,4,125,2,5,14,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Free street parking', 'Indoor fireplace', 'Heating', 'First aid kit', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",0,3,4,Entire home/apt,24-06-2018 04:00,2,100,1,Eileen,1247267,TRUE
1461,ATAŞEHİR VARYAP MERİDİAN 50. KAT MANZARALI SUITE,Serviced apartment,Turkey,TUR,41.0009,29.10406,,3,269,2,89,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Window guards', 'Room-darkening shades', 'Hot water', 'Microwave', 'Refrigerator', 'Dishwasher', 'Oven', 'Garden or backyard', 'Long term stays allowed']",363,0,2,Entire home/apt,20-01-2019 05:00,45,95,9,Emre,107684831,FALSE
1462,Outstanding Glebe Apartment,Apartment,Australia,AUS,-33.87946,151.19174,Glebe,4,135,2,15,1,1120,strict_14_with_grace_period,"['Wifi', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Self check-in', 'Keypad']",80,1,2,Entire home/apt,24-02-2019 05:00,99,88,16,Elise,3609508,FALSE
1463,Free Parking! North Star Flats@Ribeira & Cellars 1,Apartment,Portugal,PRT,41.1375,-8.61351,,4,45,2,10,2,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Outlet covers', 'Changing table', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Host greets you', 'Waterfront', 'Handheld shower head']",296,1,4,Entire home/apt,27-01-2019 05:00,92,99,7,Maria Fernando,65558390,TRUE
1464,Bright and quiet bedroom - heart of Mile End,Apartment,Canada,CA,45.52042,-73.5954,Le Plateau-Mont-Royal,2,44,1,12,1,30,moderate,"['Wifi', 'Free street parking', 'Heating', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Patio or balcony', 'Host greets you']",0,1,1,Private room,04-02-2019 05:00,92,99,1,Fanny,7613281,TRUE
1465,Copacabana Dream - A Tropical Vacation,Apartment,Brazil,BRA,-22.97655379,-43.19045878,Copacabana,2,71,1,0,3,15,flexible,"['Wifi', 'Air conditioning', 'Elevator', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Luggage dropoff allowed', 'Long term stays allowed']",298,1,1,Private room,27-01-2019 05:00,18,100,1,Sonia Florentino,77744151,FALSE
